dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg
2014-07-10,0.407,0.407,0,0.3503,0.3503,0,9.963,9.963,0,0.09131,0.09131,0,0.00259663072163072,0.00259663072163072,0
2014-07-11,0.4228,0.4228,0,0.3724,0.3724,0,10.19,10.19,0,0.08743,0.08743,0,0.0023933805494236,0.0023933805494236,0
2014-07-12,0.3885,0.3885,0,0.3156,0.3156,0,9.403,9.403,0,0.09835,0.09835,0,0.00293001334668001,0.00293001334668001,0
2014-07-13,0.3416,0.3416,0,0.2739,0.2739,0,9.281,9.281,0,0.1123,0.1123,0,0.00380494296990199,0.00380494296990199,0
2014-07-14,0.3084,0.3084,0,0.2531,0.2531,0,9.499,9.499,0,0.09274,0.09274,0,0.00348047869529711,0.00348047869529711,0
2014-07-15,0.2635,0.2635,0,0.1889,0.1889,0,8.299,8.299,0,0.0858,0.0858,0,0.00376871178578958,0.00376871178578958,0
2014-07-16,0.2221,0.2221,0,0.157,0.157,0,8.182,8.182,0,0.09698,0.09698,0,0.00505382126836427,0.00505382126836427,0
2014-07-17,0.1748,0.1748,0,0.1188,0.1188,0,7.863,7.863,0,0.08554,0.08554,0,0.00566388041359437,0.00566388041359437,0
2014-07-18,0.1561,0.1561,0,0.09642,0.09642,0,7.149,7.149,0,0.06551,0.06551,0,0.0048572555579282,0.0048572555579282,0
2014-07-19,0.1831,0.1831,0,0.126,0.126,0,7.967,7.967,0,0.06561,0.06561,0,0.00414732386673949,0.00414732386673949,0
2014-07-20,0.2318,0.2318,0,0.1637,0.1637,0,8.176,8.176,0,0.07084,0.07084,0,0.00353713290512255,0.00353713290512255,0
2014-07-21,0.2053,0.2053,0,0.1309,0.1309,0,7.38,7.38,0,0.04138,0.04138,0,0.00233285526149627,0.00233285526149627,0
2014-07-22,0.2994,0.2994,0,0.2316,0.2316,0,8.952,8.952,0,0.06236,0.06236,0,0.0024106855686682,0.0024106855686682,0
2014-07-23,0.6685,0.6685,0,0.6909,0.6909,0,11.96,11.96,0,0.4137,0.4137,0,0.00716259453170448,0.00716259453170448,0
2014-07-24,1.445,1.445,0,2.082,2.082,0,16.68,16.68,0,2.678,2.678,0,0.0214500833012944,0.0214500833012944,0
2014-07-25,1.063,1.063,0,1.335,1.335,0,14.54,14.54,0,1.828,1.828,0,0.019903487683356,0.019903487683356,0
2014-07-26,0.8037,0.8037,0,0.9321,0.9321,0,13.42,13.42,0,1.274,1.274,0,0.0183468587412845,0.0183468587412845,0
2014-07-27,0.5818,0.5818,0,0.5775,0.5775,0,11.49,11.49,0,0.8525,0.8525,0,0.0169592611690412,0.0169592611690412,0
2014-07-28,0.4327,0.4327,0,0.3883,0.3883,0,10.39,10.39,0,0.6038,0.6038,0,0.0161507416822878,0.0161507416822878,0
2014-07-29,0.2903,0.2903,0,0.2258,0.2258,0,9.001,9.001,0,0.4006,0.4006,0,0.0159716640512369,0.0159716640512369,0
2014-07-30,0.1702,0.1702,0,0.1115,0.1115,0,7.582,7.582,0,0.259,0.259,0,0.0176127214170692,0.0176127214170692,0
2014-07-31,0.1551,0.1551,0,0.0916,0.0916,0,6.837,6.837,0,0.2269,0.2269,0,0.0169320271270626,0.0169320271270626,0
2014-08-01,0.1375,0.1375,0,0.08653,0.08653,0,7.285,7.285,0,0.2154,0.2154,0,0.0181313131313131,0.0181313131313131,0
2014-08-02,0.1393,0.1393,0,0.08654,0.08654,0,7.188,7.188,0,0.2215,0.2215,0,0.0184038579139082,0.0184038579139082,0
2014-08-03,0.1712,0.1712,0,0.1088,0.1088,0,7.358,7.358,0,0.1767,0.1767,0,0.0119459047248183,0.0119459047248183,0
2014-08-04,0.1146,0.1146,0,0.06228,0.06228,0,6.292,6.292,0,0.1649,0.1649,0,0.0166541432357314,0.0166541432357314,0
2014-08-05,0.04908,0.04908,0,0.02477,0.02477,0,5.842,5.842,0,0.08892,0.08892,0,0.0209691659875034,0.0209691659875034,0
2014-08-06,0.02617,0.02617,0,0.009839,0.009839,0,4.352,4.352,0,0.05381,0.05381,0,0.0237982776433292,0.0237982776433292,0
2014-08-07,0.02767,0.02767,0,0.009832,0.009832,0,4.112,4.112,0,0.04959,0.04959,0,0.0207429827731599,0.0207429827731599,0
2014-08-08,0.01433,0.01433,0,0.006211,0.006211,0,5.018,5.018,0,0.03637,0.03637,0,0.0293753715334315,0.0293753715334315,0
2014-08-09,0.03887,0.03887,0,0.01507,0.01507,0,4.487,4.487,0,0.05026,0.05026,0,0.0149656023401843,0.0149656023401843,0
2014-08-10,0.04429,0.04429,0,0.01789,0.01789,0,4.675,4.675,0,0.06527,0.06527,0,0.0170566677537777,0.0170566677537777,0
2014-08-11,0.02144,0.02144,0,0.008834,0.008834,0,4.77,4.77,0,0.06934,0.06934,0,0.0374321966556108,0.0374321966556108,0
2014-08-12,0.03311,0.03311,0,0.01079,0.01079,0,3.772,3.772,0,0.1181,0.1181,0,0.0412835441905209,0.0412835441905209,0
2014-08-13,2.224,2.224,0,3.776,3.776,0,19.65,19.65,0,0.4767,0.4767,0,0.00248082783772982,0.00248082783772982,0
2014-08-14,1.852,1.852,0,2.964,2.964,0,18.52,18.52,0,0.3688,0.3688,0,0.00230481561475082,0.00230481561475082,0
2014-08-15,1.802,1.802,0,2.804,2.804,0,18.01,18.01,0,0.3722,0.3722,0,0.00239060508899577,0.00239060508899577,0
2014-08-16,1.393,1.393,0,1.937,1.937,0,16.1,16.1,0,0.2767,0.2767,0,0.00229902820983223,0.00229902820983223,0
2014-08-17,0.9835,0.9835,0,1.217,1.217,0,14.32,14.32,0,0.2104,0.2104,0,0.00247603984258789,0.00247603984258789,0
2014-08-18,0.7107,0.7107,0,0.7872,0.7872,0,12.82,12.82,0,0.1706,0.1706,0,0.00277829891239206,0.00277829891239206,0
2014-08-19,0.4765,0.4765,0,0.4252,0.4252,0,10.33,10.33,0,0.1631,0.1631,0,0.00396166103144067,0.00396166103144067,0
2014-08-20,0.3304,0.3304,0,0.254,0.254,0,8.899,8.899,0,0.1246,0.1246,0,0.00436479912115505,0.00436479912115505,0
2014-08-21,0.2463,0.2463,0,0.183,0.183,0,8.599,8.599,0,0.08655,0.08655,0,0.00406713808814905,0.00406713808814905,0
2014-08-22,0.1806,0.1806,0,0.1165,0.1165,0,7.464,7.464,0,0.09469,0.09469,0,0.00606837804027727,0.00606837804027727,0
2014-08-23,0.2628,0.2628,0,0.1806,0.1806,0,7.951,7.951,0,0.08536,0.08536,0,0.00375937200518631,0.00375937200518631,0
2014-08-24,0.1972,0.1972,0,0.117,0.117,0,6.869,6.869,0,0.1056,0.1056,0,0.00619788145143115,0.00619788145143115,0
2014-08-25,0.4523,0.4523,0,0.4173,0.4173,0,10.68,10.68,0,0.1283,0.1283,0,0.0032831167448678,0.0032831167448678,0
2014-08-26,0.2981,0.2981,0,0.2309,0.2309,0,8.966,8.966,0,0.1018,0.1018,0,0.00395250164622858,0.00395250164622858,0
2014-08-27,0.1942,0.1942,0,0.115,0.115,0,6.851,6.851,0,0.1347,0.1347,0,0.00802794942213068,0.00802794942213068,0
2014-08-28,0.1009,0.1009,0,0.04727,0.04727,0,5.424,5.424,0,0.1445,0.1445,0,0.0165753588077671,0.0165753588077671,0
2014-08-29,0.07031,0.07031,0,0.03002,0.03002,0,4.942,4.942,0,0.08123,0.08123,0,0.0133716688527526,0.0133716688527526,0
2014-08-30,0.07099,0.07099,0,0.02918,0.02918,0,4.757,4.757,0,0.06674,0.06674,0,0.0108811621876842,0.0108811621876842,0
2014-08-31,0.04483,0.04483,0,0.01725,0.01725,0,4.452,4.452,0,0.05292,0.05292,0,0.0136627258532233,0.0136627258532233,0
2014-09-01,0.01943,0.01943,0,0.006521,0.006521,0,3.883,3.883,0,0.04538,0.04538,0,0.027031985665542,0.027031985665542,0
2014-09-02,0.009944,0.009944,0,0.002422,0.002422,0,2.819,2.819,0,0.05193,0.05193,0,0.0604426454813623,0.0604426454813623,0
2014-09-03,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-04,0.006698,0.006698,0,0.001461,0.001461,0,2.524,2.524,0,0.03426,0.03426,0,0.0592009223317076,0.0592009223317076,0
2014-09-05,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-06,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-07,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-08,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-09,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-10,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-11,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-12,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-13,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-14,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-15,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-16,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-17,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-18,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-19,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-20,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-21,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-22,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-23,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-09-24,0.2326,0.2326,0,0.156,0.156,0,7.762,7.762,0,0.13,0.13,0,0.00646874303366135,0.00646874303366135,0
2014-09-25,1.565,1.565,0,2.3,2.3,0,17.01,17.01,0,0.8911,0.8911,0,0.00659019642645841,0.00659019642645841,0
2014-09-26,1.367,1.367,0,1.945,1.945,0,16.47,16.47,0,0.7862,0.7862,0,0.00665657427727654,0.00665657427727654,0
2014-09-27,0.9582,0.9582,0,1.143,1.143,0,13.81,13.81,0,0.5569,0.5569,0,0.00672678131063645,0.00672678131063645,0
2014-09-28,0.6637,0.6637,0,0.6805,0.6805,0,11.87,11.87,0,0.4044,0.4044,0,0.00705221569316793,0.00705221569316793,0
2014-09-29,0.4889,0.4889,0,0.4372,0.4372,0,10.35,10.35,0,0.3268,0.3268,0,0.00773656659318349,0.00773656659318349,0
2014-09-30,0.3307,0.3307,0,0.2484,0.2484,0,8.694,8.694,0,0.2169,0.2169,0,0.00759122064308033,0.00759122064308033,0
2014-10-01,0.3365,0.3365,0,0.2567,0.2567,0,8.828,8.828,0,0.1752,0.1752,0,0.00602608552088493,0.00602608552088493,0
2014-10-02,0.2397,0.2397,0,0.1688,0.1688,0,8.151,8.151,0,0.1403,0.1403,0,0.00677447890109551,0.00677447890109551,0
2014-10-03,0.1898,0.1898,0,0.1233,0.1233,0,7.521,7.521,0,0.1304,0.1304,0,0.00795184014362096,0.00795184014362096,0
2014-10-04,0.1152,0.1152,0,0.05651,0.05651,0,5.676,5.676,0,0.1266,0.1266,0,0.012719425154321,0.012719425154321,0
2014-10-05,0.05993,0.05993,0,0.02069,0.02069,0,3.995,3.995,0,0.1032,0.1032,0,0.019930659843892,0.019930659843892,0
2014-10-06,0.02106,0.02106,0,0.006754,0.006754,0,3.711,3.711,0,0.1091,0.1091,0,0.0599587598044388,0.0599587598044388,0
2014-10-07,0.01419,0.01419,0,0.003426,0.003426,0,2.795,2.795,0,0.1278,0.1278,0,0.104240075170308,0.104240075170308,0
2014-10-08,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-10-09,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-10-10,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-10-11,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2014-10-12,0.2845,0.2845,0,0.2082,0.2082,0,8.471,8.471,0,0.05533,0.05533,0,0.00225094382607564,0.00225094382607564,0
2014-10-13,0.2143,0.2143,0,0.135,0.135,0,7.292,7.292,0,0.05474,0.05474,0,0.00295643870655537,0.00295643870655537,0
2014-10-14,0.1583,0.1583,0,0.08724,0.08724,0,6.377,6.377,0,0.07557,0.07557,0,0.0055252860251281,0.0055252860251281,0
2014-10-15,0.3404,0.3404,0,0.2581,0.2581,0,8.775,8.775,0,0.1059,0.1059,0,0.00360074748661705,0.00360074748661705,0
2014-10-16,0.7176,0.7176,0,0.7924,0.7924,0,12.78,12.78,0,0.1599,0.1599,0,0.00257900563607085,0.00257900563607085,0
2014-10-17,0.5257,0.5257,0,0.5031,0.5031,0,11.08,11.08,0,0.1275,0.1275,0,0.00280710375583878,0.00280710375583878,0
2014-10-18,1.194,1.194,0,1.572,1.572,0,15.25,15.25,0,0.3909,0.3909,0,0.0037892006327936,0.0037892006327936,0
2014-10-19,0.8531,0.8531,0,0.9678,0.9678,0,13.13,13.13,0,0.3407,0.3407,0,0.0046223034076158,0.0046223034076158,0
2014-10-20,0.634,0.634,0,0.6682,0.6682,0,12.2,12.2,0,0.2688,0.2688,0,0.00490711531720995,0.00490711531720995,0
2014-10-21,0.9236,0.9236,0,1.132,1.132,0,14.19,14.19,0,1.138,1.138,0,0.0142608231878479,0.0142608231878479,0
2014-10-22,0.858,0.858,0,0.9772,0.9772,0,13.18,13.18,0,1.502,1.502,0,0.0202613744280411,0.0202613744280411,0
2014-10-23,8.898,8.898,0,26.1,26.1,0,33.95,33.95,0,22.95,22.95,0,0.0298522139806698,0.0298522139806698,0
2014-10-24,3.208,3.208,0,6.336,6.336,0,22.86,22.86,0,30.61,30.61,0,0.110437159416274,0.110437159416274,0
2014-10-25,3.12,3.12,0,5.978,5.978,0,22.17,22.17,0,28.71,28.71,0,0.106503739316239,0.106503739316239,0
2014-10-26,4.325,4.325,0,9.66,9.66,0,25.85,25.85,0,35.73,35.73,0,0.095616570327553,0.095616570327553,0
2014-10-27,3.634,3.634,0,7.423,7.423,0,23.64,23.64,0,33.33,33.33,0,0.106154069589678,0.106154069589678,0
2014-10-28,2.711,2.711,0,4.995,4.995,0,21.33,21.33,0,26.93,26.93,0,0.114972266622949,0.114972266622949,0
2014-10-29,5.799,5.799,0,14.29,14.29,0,28.52,28.52,0,35.99,35.99,0,0.0718315099027291,0.0718315099027291,0
2014-10-30,2.871,2.871,0,5.409,5.409,0,21.81,21.81,0,28.93,28.93,0,0.116627642968639,0.116627642968639,0
2014-10-31,11.29,11.29,0,37.16,37.16,0,38.11,38.11,0,44.91,44.91,0,0.0460400059049306,0.0460400059049306,0
2014-11-01,4.404,4.404,0,9.745,9.745,0,25.61,25.61,0,40.24,40.24,0,0.105754028324419,0.105754028324419,0
2014-11-02,3.201,3.201,0,6.302,6.302,0,22.79,22.79,0,29.88,29.88,0,0.108039154430907,0.108039154430907,0
2014-11-03,2.635,2.635,0,4.714,4.714,0,20.71,20.71,0,23.22,23.22,0,0.101992409867173,0.101992409867173,0
2014-11-04,3.625,3.625,0,7.596,7.596,0,24.25,24.25,0,26.35,26.35,0,0.0841315453384419,0.0841315453384419,0
2014-11-05,2.491,2.491,0,4.368,4.368,0,20.3,20.3,0,22.49,22.49,0,0.104496557979095,0.104496557979095,0
2014-11-06,2.265,2.265,0,3.896,3.896,0,19.9,19.9,0,19.36,19.36,0,0.0989289510260813,0.0989289510260813,0
2014-11-07,2.157,2.157,0,3.681,3.681,0,19.75,19.75,0,18.31,18.31,0,0.0982481670358351,0.0982481670358351,0
2014-11-08,1.766,1.766,0,2.679,2.679,0,17.56,17.56,0,14.8,14.8,0,0.0969967702697035,0.0969967702697035,0
2014-11-09,1.616,1.616,0,2.463,2.463,0,17.64,17.64,0,12.53,12.53,0,0.0897420471213788,0.0897420471213788,0
2014-11-10,1.974,1.974,0,3.214,3.214,0,18.84,18.84,0,14.31,14.31,0,0.083903242147923,0.083903242147923,0
2014-11-11,1.568,1.568,0,2.319,2.319,0,17.12,17.12,0,11.63,11.63,0,0.0858459703325775,0.0858459703325775,0
2014-11-12,1.296,1.296,0,1.756,1.756,0,15.69,15.69,0,9.483,9.483,0,0.0846890003429355,0.0846890003429355,0
2014-11-13,1.14,1.14,0,1.434,1.434,0,14.56,14.56,0,8.145,8.145,0,0.0826937134502924,0.0826937134502924,0
2014-11-14,1.031,1.031,0,1.241,1.241,0,13.93,13.93,0,7.131,7.131,0,0.0800530768401767,0.0800530768401767,0
2014-11-15,0.9446,0.9446,0,1.108,1.108,0,13.57,13.57,0,6.282,6.282,0,0.0769726162749665,0.0769726162749665,0
2014-11-16,0.8883,0.8883,0,1.046,1.046,0,13.62,13.62,0,5.642,5.642,0,0.073512243528004,0.073512243528004,0
2014-11-17,0.8575,0.8575,0,0.9735,0.9735,0,13.14,13.14,0,5.18,5.18,0,0.0699168556311413,0.0699168556311413,0
2014-11-18,0.8277,0.8277,0,0.9076,0.9076,0,12.69,12.69,0,4.743,4.743,0,0.0663233458177278,0.0663233458177278,0
2014-11-19,0.8195,0.8195,0,0.9531,0.9531,0,13.46,13.46,0,4.444,4.444,0,0.0627641063882675,0.0627641063882675,0
2014-11-20,0.8178,0.8178,0,0.949,0.949,0,13.43,13.43,0,4.194,4.194,0,0.0593564033586044,0.0593564033586044,0
2014-11-21,0.8194,0.8194,0,0.952,0.952,0,13.45,13.45,0,3.976,3.976,0,0.0561612381236496,0.0561612381236496,0
2014-11-22,5.976,5.976,0,15.19,15.19,0,29.42,29.42,0,6.591,6.591,0,0.0127651810947494,0.0127651810947494,0
2014-11-23,5.347,5.347,0,48.71,48.71,0,105.4,105.4,0,21.04,21.04,0,0.0455430182379874,0.0455430182379874,0
2014-11-24,6.286,6.286,0,16.08,16.08,0,29.61,29.61,0,7.619,7.619,0,0.0140284553564064,0.0140284553564064,0
2014-11-25,16.04,16.04,0,59.67,59.67,0,43.05,43.05,0,13.79,13.79,0,0.00995052877066593,0.00995052877066593,0
2014-11-26,23.37,23.37,0,100.1,100.1,0,49.58,49.58,0,50.49,50.49,0,0.0250053487376979,0.0250053487376979,0
2014-11-27,5.311,5.311,0,12.85,12.85,0,28.01,28.01,0,50.27,50.27,0,0.109551629392526,0.109551629392526,0
2014-11-28,4.033,4.033,0,8.64,8.64,0,24.79,24.79,0,47.21,47.21,0,0.1354852558981,0.1354852558981,0
2014-11-29,3.769,3.769,0,7.983,7.983,0,24.51,24.51,0,45.21,45.21,0,0.138833613395831,0.138833613395831,0
2014-11-30,2.887,2.887,0,5.477,5.477,0,21.96,21.96,0,33.89,33.89,0,0.135866079103003,0.135866079103003,0
2014-12-01,2.424,2.424,0,4.294,4.294,0,20.51,20.51,0,25.97,25.97,0,0.124001115389317,0.124001115389317,0
2014-12-02,2.095,2.095,0,3.468,3.468,0,19.16,19.16,0,20.21,20.21,0,0.111652523645364,0.111652523645364,0
2014-12-03,1.858,1.858,0,2.97,2.97,0,18.5,18.5,0,15.96,15.96,0,0.0994199258461907,0.0994199258461907,0
2014-12-04,1.705,1.705,0,2.614,2.614,0,17.75,17.75,0,12.95,12.95,0,0.0879086564570436,0.0879086564570436,0
2014-12-05,1.6,1.6,0,2.413,2.413,0,17.45,17.45,0,10.73,10.73,0,0.0776186342592593,0.0776186342592593,0
2014-12-06,1.913,1.913,0,12,12,0,72.62,72.62,0,11,11,0,0.066552438481346,0.066552438481346,0
2014-12-07,7.036,7.036,0,28.86,28.86,0,47.47,47.47,0,11.79,11.79,0,0.0193943054765966,0.0193943054765966,0
2014-12-08,1.832,1.832,0,2.881,2.881,0,18.2,18.2,0,8.369,8.369,0,0.0528730490862041,0.0528730490862041,0
2014-12-09,5.649,5.649,0,13.88,13.88,0,28.44,28.44,0,10.91,10.91,0,0.022353186076854,0.022353186076854,0
2014-12-10,25.59,25.59,0,113.2,113.2,0,51.18,51.18,0,41.33,41.33,0,0.018693102050859,0.018693102050859,0
2014-12-11,11.84,11.84,0,39.31,39.31,0,38.43,38.43,0,51.91,51.91,0,0.0507441034784785,0.0507441034784785,0
2014-12-12,11.07,11.07,0,35.39,35.39,0,37.02,37.02,0,60.73,60.73,0,0.0634953494596674,0.0634953494596674,0
2014-12-13,4.211,4.211,0,9.155,9.155,0,25.17,25.17,0,48.42,48.42,0,0.133083986384865,0.133083986384865,0
2014-12-14,3.002,3.002,0,5.721,5.721,0,22.06,22.06,0,36.91,36.91,0,0.14230482147704,0.14230482147704,0
2014-12-15,2.673,2.673,0,4.855,4.855,0,21.02,21.02,0,28.37,28.37,0,0.122841930969503,0.122841930969503,0
2014-12-16,2.458,2.458,0,4.411,4.411,0,20.77,20.77,0,22.24,22.24,0,0.104722297562005,0.104722297562005,0
2014-12-17,2.346,2.346,0,4.015,4.015,0,19.8,19.8,0,17.88,17.88,0,0.0882116131476745,0.0882116131476745,0
2014-12-18,2.289,2.289,0,3.971,3.971,0,20.08,20.08,0,15.36,15.36,0,0.0776661327120043,0.0776661327120043,0
2014-12-19,2.451,2.451,0,4.381,4.381,0,20.69,20.69,0,17.2,17.2,0,0.0812215724496426,0.0812215724496426,0
2014-12-20,4.844,4.844,0,11.2,11.2,0,26.77,26.77,0,31.53,31.53,0,0.0753366134507753,0.0753366134507753,0
2014-12-21,53.49,53.49,0,165.7,165.7,0,35.86,35.86,0,72.9,72.9,0,0.0157739764441952,0.0157739764441952,0
2014-12-22,13.86,13.86,0,48.76,48.76,0,40.72,40.72,0,67.65,67.65,0,0.0564925044091711,0.0564925044091711,0
2014-12-23,5.712,5.712,0,14.18,14.18,0,28.73,28.73,0,51.23,51.23,0,0.103805989988588,0.103805989988588,0
2014-12-24,6.273,6.273,0,16.01,16.01,0,29.54,29.54,0,40.47,40.47,0,0.0746696600952938,0.0746696600952938,0
2014-12-25,4.674,4.674,0,10.71,10.71,0,26.53,26.53,0,32.43,32.43,0,0.0803053534921314,0.0803053534921314,0
2014-12-26,4.171,4.171,0,9.236,9.236,0,25.63,25.63,0,25.66,25.66,0,0.0712037259028388,0.0712037259028388,0
2014-12-27,3.832,3.832,0,8.015,8.015,0,24.21,24.21,0,20.72,20.72,0,0.0625821541792314,0.0625821541792314,0
2014-12-28,3.603,3.603,0,7.51,7.51,0,24.12,24.12,0,17.03,17.03,0,0.0547062119016046,0.0547062119016046,0
2014-12-29,3.777,3.777,0,8.006,8.006,0,24.53,24.53,0,18.8,18.8,0,0.0576099000774669,0.0576099000774669,0
2014-12-30,3.517,3.517,0,7.156,7.156,0,23.55,23.55,0,15.46,15.46,0,0.0508772206952474,0.0508772206952474,0
2014-12-31,3.445,3.445,0,7.075,7.075,0,23.77,23.77,0,13.19,13.19,0,0.0443140891254099,0.0443140891254099,0
2015-01-01,3.398,3.398,0,6.883,6.883,0,23.44,23.44,0,11.41,11.41,0,0.0388640921675059,0.0388640921675059,0
2015-01-02,3.375,3.375,0,6.789,6.789,0,23.28,23.28,0,10.03,10.03,0,0.0343964334705075,0.0343964334705075,0
2015-01-03,3.375,3.375,0,6.789,6.789,0,23.28,23.28,0,8.983,8.983,0,0.0308058984910837,0.0308058984910837,0
2015-01-04,3.383,3.383,0,6.821,6.821,0,23.34,23.34,0,8.144,8.144,0,0.0278626246701919,0.0278626246701919,0
2015-01-05,6.48,6.48,0,16.74,16.74,0,29.9,29.9,0,7.429,7.429,0,0.0132691043667124,0.0132691043667124,0
2015-01-06,77.66,77.66,0,279.6,279.6,0,41.67,41.67,0,9.727,9.727,0,0.00144966544577026,0.00144966544577026,0
2015-01-07,17.14,17.14,0,64.88,64.88,0,43.8,43.8,0,9.636,9.636,0,0.00650687151562297,0.00650687151562297,0
2015-01-08,6.117,6.117,0,15.57,15.57,0,29.45,29.45,0,10.25,10.25,0,0.0193941898413044,0.0193941898413044,0
2015-01-09,4.346,4.346,0,9.76,9.76,0,25.99,25.99,0,9.954,9.954,0,0.0265090504678632,0.0265090504678632,0
2015-01-10,4.083,4.083,0,8.852,8.852,0,25.09,25.09,0,9.991,9.991,0,0.0283214729547083,0.0283214729547083,0
2015-01-11,4.118,4.118,0,9.002,9.002,0,25.3,25.3,0,10.03,10.03,0,0.0281903746874607,0.0281903746874607,0
2015-01-12,4.083,4.083,0,8.843,8.843,0,25.07,25.07,0,10.25,10.25,0,0.0290556598724612,0.0290556598724612,0
2015-01-13,4.018,4.018,0,8.572,8.572,0,24.69,24.69,0,8.987,8.987,0,0.0258875569197869,0.0258875569197869,0
2015-01-14,3.976,3.976,0,8.63,8.63,0,25.12,25.12,0,7.876,7.876,0,0.0229269133318429,0.0229269133318429,0
2015-01-15,3.944,3.944,0,8.494,8.494,0,24.92,24.92,0,6.988,6.988,0,0.020507005484186,0.020507005484186,0
2015-01-16,3.929,3.929,0,8.428,8.428,0,24.83,24.83,0,6.32,6.32,0,0.0186174976197883,0.0186174976197883,0
2015-01-17,5.164,5.164,0,12.44,12.44,0,27.89,27.89,0,16.28,16.28,0,0.0364883667556015,0.0364883667556015,0
2015-01-18,4.547,4.547,0,10.41,10.41,0,26.49,26.49,0,14.91,14.91,0,0.0379523739706278,0.0379523739706278,0
2015-01-19,39.27,39.27,0,261.3,261.3,0,77.01,77.01,0,52.95,52.95,0,0.0156059898706958,0.0156059898706958,0
2015-01-20,14.92,14.92,0,53.54,53.54,0,41.55,41.55,0,50.38,50.38,0,0.0390818935557541,0.0390818935557541,0
2015-01-21,5.396,5.396,0,12.95,12.95,0,27.77,27.77,0,38.35,38.35,0,0.0822582914641847,0.0822582914641847,0
2015-01-22,5.066,5.066,0,11.97,11.97,0,27.35,27.35,0,29.45,29.45,0,0.0672831586027401,0.0672831586027401,0
2015-01-23,6.336,6.336,0,16.34,16.34,0,29.85,29.85,0,23.13,23.13,0,0.0422519465488215,0.0422519465488215,0
2015-01-24,5.708,5.708,0,14.17,14.17,0,28.73,28.73,0,19.48,19.48,0,0.0394994679332451,0.0394994679332451,0
2015-01-25,16.55,16.55,0,61.93,61.93,0,43.31,43.31,0,20.7,20.7,0,0.0144763343403827,0.0144763343403827,0
2015-01-26,9.074,9.074,0,27.14,27.14,0,34.61,34.61,0,19.08,19.08,0,0.0243369333627213,0.0243369333627213,0
2015-01-27,6.408,6.408,0,16.72,16.72,0,30.2,30.2,0,16.07,16.07,0,0.0290254947519305,0.0290254947519305,0
2015-01-28,5.615,5.615,0,13.71,13.71,0,28.27,28.27,0,13.26,13.26,0,0.027332541802711,0.027332541802711,0
2015-01-29,5.366,5.366,0,13.12,13.12,0,28.3,28.3,0,11.33,11.33,0,0.024437990916746,0.024437990916746,0
2015-01-30,5.223,5.223,0,12.43,12.43,0,27.54,27.54,0,9.775,9.775,0,0.0216612242148333,0.0216612242148333,0
2015-01-31,5.099,5.099,0,12.13,12.13,0,27.54,27.54,0,8.545,8.545,0,0.0193960507870098,0.0193960507870098,0
2015-02-01,4.995,4.995,0,11.64,11.64,0,26.98,26.98,0,7.651,7.651,0,0.0177283765246728,0.0177283765246728,0
2015-02-02,5.945,5.945,0,15.03,15.03,0,29.26,29.26,0,7.641,7.641,0,0.0148759461732548,0.0148759461732548,0
2015-02-03,5.298,5.298,0,12.79,12.79,0,27.94,27.94,0,6.789,6.789,0,0.014831330481104,0.014831330481104,0
